chr	pos	pvalue	maf	conseq
7	67024095	.0045383	.984	0
7	67024682	.0064565	.984	0
7	67024919	.0064532	.984	0
7	67027163	.0064894	.984	0
7	67027257	.0064606	.984	0
7	67028754	.0065648	.984	0
7	67029749	.0064881	.984	0
7	67031366	.0065461	.984	0
7	67035722	.0015908	.986	0
7	67036844	.0016031	.986	0
7	67038023	.0017786	.984	0
7	67038297	.0079618	.984	0
7	67038355	.0079555	.984	0
7	67038980	.0003365	.986	0
7	67041089	.0045195	.984	0
7	67318688	.0096791	.839	0
7	67318690	.0023423	.844	0
7	67335412	.005425	.982	0
7	67778141	.0059952	.983	0
7	67785058	.0044211	.921	0
7	67793181	.0032466	.972	0
7	67829352	.0037192	.948	0
7	67869101	.009267	.015	0
7	67893823	.0074675	.748	0
7	67895803	.0020139	.775	0
7	67895930	.0025072	.774	0
7	67903283	.0045956	.803	0
7	67905098	.005913	.801	0
7	67909312	.0035346	.803	0
7	67910643	.0052388	.814	0
7	67910657	.0067906	.804	0
7	67911924	.005886	.814	0
7	67912493	.009891	.847	0
7	67912768	.0098427	.846	0
7	67912784	.0098385	.846	0
7	67920864	.0078988	.846	0
7	67926143	.0092185	.853	0
7	67926252	.0090658	.716	0
7	67929402	.0057776	.755	0
7	67929825	.006693	.844	0
7	67930630	.0075286	.844	0
7	67930839	.0085569	.854	0
7	67930941	.0076437	.844	0
7	67931001	.0076692	.844	0
7	67931192	.008238	.843	0
7	67932038	.0096987	.854	0
7	67933163	.0092048	.844	0
7	67935150	.0027267	.764	0
7	67935274	.0047496	.848	0
7	67935839	.0020988	.820	0
7	67937707	.004119	.816	0
7	67938974	.0045146	.818	0
7	67940501	.0054183	.854	0
7	67940802	.0046554	.848	0
7	67942069	.0027681	.762	0
7	67942580	.0098253	.789	0
7	67943057	.0027491	.762	0
7	67943125	.0032636	.759	0
7	67944246	.0038367	.849	0
7	67945656	.0032604	.759	0
7	67945971	.0035686	.821	0
7	67946161	.002091	.773	0
7	67956247	.0030293	.984	0
7	68014237	.0099006	.947	0
7	68041988	.0077731	.901	0
7	68093418	.0037991	.009	0
7	68140733	.0081584	.973	0
7	68208520	.0097048	.915	0
7	68429281	.0098648	.813	0
7	68429563	.0081653	.814	0
7	68430514	.0082613	.814	0
7	68432330	.0087537	.814	0
7	68432996	.0087769	.814	0
7	68458879	.0057009	.920	0
7	68463413	.0059805	.872	0
7	68464507	.0077707	.872	0
7	68466764	.0064535	.872	0
7	68468908	.0059604	.872	0
7	68476108	.0068096	.872	0
7	68476588	.0045928	.870	0
7	68480704	.0055421	.872	0
7	68488200	.0048022	.872	0
7	68490791	.0047735	.872	0
7	68491102	.0047831	.872	0
7	68491405	.0041858	.873	0
7	68498055	.0066052	.745	0
7	68500125	.0068888	.876	0
7	68501184	.0070515	.875	0
7	68502714	.0072935	.875	0
7	68504050	.0012626	.842	0
7	68504660	.0013593	.842	0
7	68505006	.007272	.875	0
7	68505074	.0013252	.841	0
7	68505907	.0013252	.841	0
7	68506114	.0012819	.841	0
7	68507021	.0012839	.841	0
7	68507178	.0013018	.841	0
7	68507184	.0013018	.841	0
7	68507304	.0013024	.841	0
7	68507866	.0072782	.875	0
7	68508054	.0031137	.761	0
7	68508161	.0040229	.763	0
7	68508313	.0015644	.841	0
7	68508332	.0084576	.874	0
7	68508349	.0013476	.840	0
7	68511214	.0096101	.720	0
7	68512593	.004034	.905	0
7	68512617	.0040247	.905	0
7	68513206	.0010331	.840	0
7	68513801	.0009059	.840	0
7	68515024	.0007828	.840	0
7	68515302	.0009818	.842	0
7	68515431	.0067234	.874	0
7	68516484	.0007404	.840	0
7	68518129	.0023409	.824	0
7	68518523	.0026191	.829	0
7	68519475	.0024489	.829	0
7	68520383	.0023685	.829	0
7	68521396	.0072305	.875	0
7	68523699	.0044433	.870	0
7	68524016	.0056001	.872	0
7	68524615	.0058265	.873	0
7	68524643	.0058481	.873	0
7	68525025	.0049698	.873	0
7	68526676	.0045299	.870	0
7	68526841	.0056665	.873	0
7	68527466	.0031277	.873	0
7	68528676	.0042558	.871	0
7	68528999	.0066911	.868	0
7	68529166	.0037856	.872	0
7	68529329	.004213	.871	0
7	68529916	.0042377	.871	0
7	68530793	.0044864	.871	0
7	68531352	.0042405	.871	0
7	68531799	.0028781	.870	0
7	68532316	.0042004	.871	0
7	68532394	.0054283	.873	0
7	68532491	.0055095	.873	0
7	68533195	.0041347	.871	0
7	68533592	.0047188	.871	0
7	68533743	.0040689	.871	0
7	68533895	.0043753	.871	0
7	68534630	.0052546	.873	0
7	68534716	.0047803	.871	0
7	68534910	.0043198	.871	0
7	68534945	.0042364	.871	0
7	68536470	.0044842	.871	0
7	68536501	.0045826	.871	0
7	68537757	.0047683	.871	0
7	68538086	.0048722	.871	0
7	68538333	.0049388	.871	0
7	68539240	.0052906	.871	0
7	68539341	.009587	.878	0
7	68539342	.0067723	.876	0
7	68539370	.0064633	.880	0
7	68539760	.0057272	.872	0
7	68539943	.0059339	.872	0
7	68539977	.0055165	.871	0
7	68540751	.0058507	.874	0
7	68541418	.0073841	.874	0
7	68542440	.0069567	.876	0
7	68569442	.0090825	.521	0
7	68591824	.0056374	.526	0
7	68592253	.0043882	.513	0
7	68592925	.0037372	.511	0
7	68593216	.0034074	.528	0
7	68595533	.0064581	.517	0
7	68607776	.0085715	.583	0
7	68611960	.0085456	.579	0
7	68611984	.0093862	.579	0
7	68675902	.0052181	.496	0
7	68680728	.0044174	.505	0
7	68689602	.0069894	.510	0
7	69140889	.0099789	.973	0
7	69150849	.0069466	.647	0
7	69161000	.0060846	.958	0
7	69188465	.0078465	.958	0
7	69208120	.0077007	.958	0
7	69341472	.0036626	.817	0
7	69385645	.0093496	.930	0
7	69392364	.0091339	.930	0
7	69468610	.0001847	.787	0
7	69468614	.0056928	.790	0
7	69497933	.0086111	.930	0
7	69505214	.0085652	.930	0
7	69559223	.009352	.937	0
7	69565584	.0086454	.929	0
7	69565999	.0087053	.930	0
7	69695433	.0058233	.982	0
7	69929061	.006	.981	0
7	69935641	.0033365	.500	0
7	69936477	.0088705	.592	0
7	69937950	.0035296	.490	0
7	69940705	.0078333	.980	0
7	69940715	.0054942	.619	0
7	69940751	.0056892	.489	0
7	69940981	.0046373	.618	0
7	69942584	.004643	.618	0
7	69944734	.0050142	.618	0
7	69945232	.0050096	.618	0
7	69945340	.0079838	.617	0
7	69946084	.0095212	.488	0
7	69958054	.0067976	.980	0
7	69960277	.0071288	.984	0
7	69993848	.004097	.983	0
7	70107033	.002641	.909	0
7	70521966	.002595	.667	0
7	70555232	.0085664	.909	0
7	70562571	.0041711	.841	0
7	70567948	.0070142	.545	0
7	70568886	.0053316	.841	0
7	70571249	.0086556	.784	0
7	70572266	.0098999	.902	0
7	70581826	.0012328	.829	0
7	70585797	.0061112	.788	0
7	71362527	.0082409	.992	0
7	71520206	.0062497	.793	0
7	71535807	.0068688	.818	0
7	71536350	.0050861	.638	0
7	71539425	.0044758	.769	0
7	71539525	.004858	.769	0
7	71539877	.0037352	.769	0
7	71542201	.0036971	.768	0
7	71542510	.0051248	.766	0
7	71544011	.0053379	.768	0
7	71546924	.0063352	.769	0
7	71548141	.0065021	.769	0
7	71551855	.005515	.766	0
7	71552621	.0064657	.768	0
7	71553068	.0068653	.768	0
7	71553670	.0070772	.769	0
7	71558488	.006454	.768	0
7	71558983	.0064239	.768	0
7	71559309	.0060846	.770	0
7	71560098	.0066034	.768	0
7	71561938	.0082149	.769	0
7	71563465	.0086281	.766	0
7	71564054	.0078803	.768	0
7	71565065	.0079675	.768	0
7	71565372	.0077678	.768	0
7	71566843	.0080773	.768	0
7	71567286	.0090503	.716	0
7	71567666	.0082413	.768	0
7	71567693	.0082524	.768	0
7	71567884	.0091917	.769	0
7	71568250	.0075255	.768	0
7	71568749	.0072741	.767	0
7	71568867	.0095262	.719	0
7	71569185	.0086369	.768	0
7	71569685	.0085886	.768	0
7	71569770	.008625	.768	0
7	71569943	.0087099	.768	0
7	71570959	.0060643	.766	0
7	71574128	.0078047	.765	0
7	71574916	.0080227	.766	0
7	71578061	.0097457	.766	0
7	71580762	.0085355	.707	0
7	71686609	.0020736	.581	0
7	71687529	.002423	.581	0
7	71690601	.0046199	.578	0
7	71693403	.0031073	.582	0
7	71698511	.0020914	.582	0
7	71701364	.0027126	.581	0
7	71702211	.0020879	.586	0
7	71705215	.0021212	.582	0
7	71705695	.0028617	.581	0
7	71706809	.0059845	.565	0
7	71706847	.002216	.581	0
7	71707831	.0039175	.588	0
7	71707883	.0040897	.579	0
7	71708502	.0041547	.579	0
7	71709163	.003287	.580	0
7	71709709	.002188	.581	0
7	71709895	.0032332	.580	0
7	71710557	.0030192	.575	0
7	71712040	.003522	.590	0
7	71712135	.0040343	.579	0
7	71712487	.0031911	.581	0
7	71712537	.0041875	.579	0
7	71714028	.004368	.579	0
7	71714521	.0044103	.579	0
7	71715532	.0043546	.579	0
7	71715848	.0043603	.579	0
7	71716159	.0033253	.580	0
7	71716207	.0033197	.580	0
7	71716294	.0043312	.579	0
7	71717031	.0043674	.579	0
7	71717365	.0033813	.580	0
7	71717962	.0043791	.579	0
7	71718217	.0044204	.579	0
7	71719991	.0044213	.580	0
7	71720873	.004491	.579	0
7	71721049	.0045239	.579	0
7	71722090	.0044549	.579	0
7	71722721	.0031489	.580	0
7	71722730	.0044091	.579	0
7	71723095	.0044594	.579	0
7	71723211	.0021038	.580	0
7	71723377	.0043616	.579	0
7	71723883	.0050324	.614	0
7	71724573	.0024154	.581	0
7	71724815	.0046998	.579	0
7	71725336	.0047785	.579	0
7	71725442	.0048503	.579	0
7	71725678	.0044336	.578	0
7	71726143	.0049247	.579	0
7	71726164	.0046483	.579	0
7	71726874	.0064548	.576	0
7	71728822	.0036501	.579	0
7	71730844	.00276	.581	0
7	71734315	.0027547	.581	0
7	71734574	.0037276	.580	0
7	71735544	.0023137	.583	0
7	71735582	.0055544	.579	0
7	71736962	.002563	.581	0
7	71740458	.0025372	.581	0
7	71745699	.0022864	.581	0
7	71747584	.0055058	.569	0
7	71754006	.0019384	.583	0
7	71755504	.0020727	.581	0
7	71761459	.0076691	.828	0
7	71763861	.0010821	.571	0
7	71778063	.0024257	.573	0
7	71783116	.0085183	.872	0
7	71811748	.0085581	.576	0
7	71819854	.0093404	.601	0
7	72155834	.0023234	.064	0
7	72332987	.0072273	.073	0
7	72679432	.0057824	.916	0
7	72919678	.0012797	.038	0
7	72951095	.0014675	.037	0
7	73105100	.0061488	.951	0
7	73135624	.0049997	.020	0
7	73148316	.0088074	.801	0
7	73343962	.0068977	.989	0
7	73553212	.0050318	.021	0
7	73812157	.0073664	.644	0
7	73812293	.0058227	.659	0
7	73822045	.009935	.635	0
7	73828496	.0016049	.325	0
7	73828498	.0005474	.689	0
7	73828552	.0084243	.163	0
7	73840130	.0094645	.969	0
7	73862208	.0010566	.938	0
7	73884852	.009077	.890	0
7	73904306	.0016417	.869	0
7	73906874	.0025434	.899	0
7	73930463	.0082647	.831	0
7	73932041	.0084257	.831	0
7	73934817	.0010053	.938	0
7	73937573	.0073808	.820	0
7	73937729	.0088702	.819	0
7	73938101	.007287	.820	0
7	75138529	.0076072	.931	0
7	75183403	.0053674	.567	0
7	75186584	.0095304	.572	0
7	75191602	.0057773	.572	0
7	75195089	.002844	.575	0
7	75196531	.0025637	.577	0
7	75235264	.0034084	.826	0
7	75235452	.0053069	.821	0
7	75238617	.0096618	.809	0
7	75273439	.0073094	.975	0
7	75657572	.0064241	.988	0
7	75668834	.0055814	.989	0
7	75681255	.0060227	.989	0
7	76152699	.0032943	.059	0
7	76204069	.0079425	.070	0
7	76223295	.0059304	.052	0
7	76226249	.0025437	.042	0
7	76376996	.0026249	.068	0
7	76508290	.0097736	.695	0
7	76514439	.0054119	.162	0
7	76632543	.0092337	.128	0
7	76639781	.0024355	.124	0
7	76681827	.0041277	.144	0
7	76694624	.0057886	.121	0
7	76694654	.0091022	.120	0
7	76696489	.0098216	.135	0
7	76701520	.0039455	.136	0
7	76701768	.0046343	.139	0
7	76709213	.007264	.137	0
7	76710205	.0073674	.137	0
7	76710267	.0073701	.137	0
7	76710832	.0073553	.137	0
7	76711114	.008544	.138	0
7	76711395	.0075966	.137	0
7	76712271	.0075427	.137	0
7	76712297	.0074438	.137	0
7	76713600	.0054152	.135	0
7	76714356	.0043231	.135	0
7	76714655	.0058594	.137	0
7	76716700	.0096149	.533	0
7	76716741	.0026218	.109	0
7	76717072	.0036134	.597	0
7	76717606	.004232	.607	0
7	76717823	.006852	.137	0
7	76718621	.004039	.609	0
7	76719180	.0067006	.137	0
7	76719242	.0039174	.610	0
7	76719530	.0060664	.604	0
7	76719535	.0060418	.604	0
7	76719551	.0061474	.604	0
7	76719614	.0085665	.591	0
7	76720100	.0096245	.138	0
7	76720449	.0065459	.602	0
7	76720582	.0039227	.609	0
7	76721798	.0079377	.138	0
7	76722343	.0093031	.607	0
7	76722395	.0070359	.597	0
7	77102702	.0036765	.989	0
7	77197303	.0062672	.888	0
7	77225865	.005592	.890	0
7	77236976	.006323	.889	0
7	77253473	.0072211	.888	0
7	77254770	.0062776	.883	0
7	77327333	.0090234	.931	0
7	77346097	.0093782	.901	0
7	77366068	.0095699	.896	0
7	77387491	.0086752	.898	0
7	77388295	.007847	.897	0
7	77388468	.006583	.928	0
7	77391980	.0078346	.898	0
7	77392016	.0079933	.898	0
7	77394584	.0075881	.900	0
7	77415600	.0036881	.901	0
7	77417607	.0045458	.945	0
7	77437717	.0046697	.945	0
7	77443890	.0035603	.930	0
7	77476666	.0029626	.931	0
7	77481351	.0015289	.928	0
7	77489278	.0047895	.900	0
7	77495294	.0059695	.891	0
7	77535598	.0041607	.901	0
7	77536215	.0026162	.931	0
7	77540997	.0034039	.932	0
7	77542791	.0026685	.930	0
7	77543061	.003267	.932	0
7	77547868	.0042853	.901	0
7	77559339	.0039955	.933	0
7	77561277	.0033529	.932	0
7	77569732	.0055481	.904	0
7	77595447	.0039314	.897	0
7	77596169	.0041375	.904	0
7	77600538	.0031437	.896	0
7	77603626	.0029808	.898	0
7	77629163	.0019891	.768	0
7	78000511	.0083247	.777	0
7	78001854	.0058521	.809	0
7	78003245	.0047632	.991	0
7	78018841	.0099515	.822	0
7	78020423	.0093883	.822	0
7	78066783	.0016586	.970	0
7	78068524	.0070549	.932	0
7	78070628	.0096069	.833	0
7	78072091	.0088173	.930	0
7	78072239	.0091915	.930	0
7	78072444	.0097195	.930	0
7	78072471	.0092598	.930	0
7	78074199	.007124	.422	0
7	78098421	.0087899	.987	0
7	78108045	.0089989	.711	0
7	78108303	.0043076	.677	0
7	78110371	.0046582	.833	0
7	78111050	.00554	.834	0
7	78111333	.0040895	.676	0
7	78111350	.0048725	.832	0
7	78112052	.0051918	.835	0
7	78112737	.0054885	.834	0
7	78113750	.0057963	.832	0
7	78234493	.0094599	.817	0
7	78335875	.0061174	.981	0
7	78396548	.0032001	.838	0
7	78440634	.005566	.987	0
7	79139837	.0098328	.707	0
7	79161460	.0015667	.654	0
7	79480901	.0061965	.014	0
7	79527688	.0036824	.014	0
7	79551822	.003531	.987	0
7	79555465	.003325	.988	0
7	79588072	.0028396	.988	0
7	79598132	.0026305	.988	0
7	79667053	.0038866	.987	0
7	79677799	.0039511	.987	0
7	79690474	.0008329	.989	0
7	79713273	.0006473	.987	0
7	79760082	.0035355	.639	0
7	79763302	.0016133	.534	0
7	79764174	.0043623	.506	0
7	80294604	.0085478	.963	0
7	80548726	.0094777	.888	0
7	80576735	.0064965	.820	0
7	80736679	.0091739	.989	0
7	81335460	.0056659	.699	0
7	81569221	.0085842	.990	0
7	82045841	.00659	.017	0
7	82086643	.0096595	.982	0
7	82101994	.0082527	.525	0
7	82103348	.0078106	.983	0
7	82103659	.0077999	.983	0
7	82107052	.0070433	.526	0
7	82124323	.0076369	.577	0
7	82125194	.0078493	.577	0
7	82128830	.0069236	.577	0
7	82132345	.0093284	.578	0
7	82412666	.0094018	.988	0
7	82418874	.0024613	.963	0
7	82434735	.0026767	.970	0
7	82699525	.0075449	.963	0
7	82721150	.0056124	.947	0
7	83565421	.0037918	.897	0
7	83566585	.0037035	.895	0
7	83566619	.0049199	.964	0
7	83571195	.0016183	.931	0
7	83572693	.0007848	.939	0
7	83573004	.0038693	.930	0
7	83578842	.0044409	.930	0
7	83579473	.0053608	.930	0
7	83583941	.0066058	.930	0
7	83584449	.006858	.930	0
7	83584503	.0074436	.930	0
7	83586466	.0073595	.931	0
7	83590226	.0089395	.931	0
7	83591711	.0037783	.932	0
7	83596131	.0065828	.931	0
7	83608691	.0048782	.944	0
7	83610540	.0094721	.931	0
7	83612030	.0079868	.931	0
7	83615190	.0079152	.931	0
7	83616528	.0061377	.931	0
7	83618765	.0094917	.925	0
7	83634712	.0076147	.986	0
7	83680045	.0088717	.960	0
7	83708231	.0074643	.960	0
7	85586755	.0092084	.878	0
7	85587822	.0097094	.879	0
7	85588318	.0073105	.878	0
7	85588464	.0070013	.878	0
7	85589586	.0071791	.878	0
7	85592132	.0070437	.878	0
7	85593562	.00628	.878	0
7	85594545	.0063974	.878	0
7	85595064	.0079055	.878	0
7	85595275	.0076029	.878	0
7	85597012	.0072048	.878	0
7	85598516	.0080355	.878	0
7	85598824	.0085882	.878	0
7	85599944	.0088452	.878	0
7	85600366	.0085777	.881	0
7	85601204	.0091071	.878	0
7	85601632	.0096607	.877	0
7	85602214	.0093736	.878	0
7	85602272	.0093755	.878	0
7	85602458	.0093696	.878	0
7	85602843	.009654	.878	0
7	85603038	.0092249	.878	0
7	85603393	.0094559	.878	0
7	85603636	.0095243	.877	0
7	85603924	.0094737	.878	0
7	85603960	.009444	.878	0
7	85606246	.0093968	.878	0
7	85606854	.0092986	.878	0
7	85607041	.0087648	.878	0
7	85607363	.0094141	.878	0
7	85607616	.009398	.878	0
7	85607920	.0094161	.878	0
7	85632839	.0091901	.879	0
7	85725215	.0093418	.900	0
7	85729663	.0094478	.900	0
7	85729934	.0094656	.900	0
7	85733451	.0091935	.900	0
7	85733983	.0097688	.900	0
7	85734199	.0094455	.900	0
7	85734855	.0095498	.899	0
7	85736825	.0059845	.873	0
7	85756157	.0092482	.899	0
7	85756828	.005995	.873	0
7	85770321	.0054359	.870	0
7	85775065	.0065692	.869	0
7	85775454	.0051355	.870	0
7	85775473	.0041223	.871	0
7	85787474	.0075126	.872	0
7	85787957	.0073417	.872	0
7	85790081	.0074713	.872	0
7	85791454	.0073097	.872	0
7	85792164	.0073393	.872	0
7	85797561	.0080352	.872	0
7	85799086	.0082801	.872	0
7	85802230	.0090621	.872	0
7	85807241	.0082247	.872	0
7	85808072	.0098634	.877	0
7	85836675	.0093167	.873	0
7	85881876	.0031085	.955	0
7	85896277	.0072342	.876	0
7	85996788	.0063097	.887	0
7	86445943	.0082421	.733	0
7	86474313	.0058374	.535	0
7	87064663	.0081602	.990	0
7	87074419	.0026824	.799	0
7	87074964	.0017074	.807	0
7	87075362	.0036458	.797	0
7	87076587	.0019185	.799	0
7	87079069	.0010429	.799	0
7	87079103	.0011945	.800	0
7	87079406	.0013292	.804	0
7	87079602	.0052576	.783	0
7	87079880	.0012074	.800	0
7	87080350	.0010888	.799	0
7	87080482	.0016703	.796	0
7	87080698	.0010999	.799	0
7	87082042	.0010269	.799	0
7	87082868	.0007863	.802	0
7	87083339	.0009796	.799	0
7	87083738	.0009805	.799	0
7	87084403	.0092294	.856	0
7	87085379	.0009643	.799	0
7	87085613	.000964	.799	0
7	87086218	.0009286	.799	0
7	87087731	.0008465	.799	0
7	87090480	.0070325	.856	0
7	87092376	.00164	.796	0
7	87094247	.0010215	.800	0
7	87094306	.0008706	.799	0
7	87095145	.0011858	.805	0
7	87095274	.0013648	.801	0
7	87095609	.0015087	.810	0
7	87096127	.0007664	.807	0
7	87096271	.0075837	.857	0
7	87096479	.0003857	.819	0
7	87096623	.0009649	.803	0
7	87096783	.001745	.798	0
7	87096951	.0016918	.803	0
7	87098351	.0020356	.806	0
7	87098520	.0009561	.798	0
7	87098807	.0021743	.845	0
7	87099925	.0002212	.839	0
7	87099941	.0003658	.836	0
7	87101486	.0008667	.800	0
7	87102251	.0007603	.802	0
7	87103670	.002221	.793	0
7	87105276	.0004247	.789	0
7	87110017	.0048223	.799	0
7	87110640	.0058475	.797	0
7	87110795	.0032492	.800	0
7	87111106	.0039384	.798	0
7	87111321	.0026008	.795	0
7	87114824	.0062352	.803	0
7	87116550	.0096591	.805	0
7	87117982	.0096262	.805	0
7	87122847	.0073865	.802	0
7	87127099	.008327	.802	0
7	87133993	.0028526	.801	0
7	87141814	.009775	.539	0
7	87160618	.0060721	.530	0
7	87179601	.0079795	.530	0
7	87180198	.008668	.529	0
7	87180678	.0082965	.528	0
7	87181849	.0082491	.529	0
7	87182882	.0085165	.529	0
7	87189930	.0061658	.556	0
7	87192731	.008369	.531	0
7	87199182	.0099181	.567	0
7	87207128	.0059989	.539	0
7	87218347	.0080956	.532	0
7	87220886	.0083911	.525	0
7	87417986	.0052226	.989	0
7	87781695	.0076212	.978	0
7	88053174	.0040721	.439	0
7	88054656	.0046574	.439	0
7	88054931	.0069434	.438	0
7	88055441	.0051849	.439	0
7	88151650	.0045704	.986	0
7	88155126	.0050204	.745	0
7	88466319	.0084736	.017	0
7	88467332	.0039791	.017	0
7	88470418	.0039756	.017	0
7	88474080	.0038102	.017	0
7	88475539	.0043484	.017	0
7	88476639	.0032701	.017	0
7	88476734	.0015293	.017	0
7	89553014	.0082305	.833	0
7	89557833	.0068311	.836	0
7	89567634	.0076513	.836	0
7	90698697	.0007979	.015	0
7	90773525	.0079652	.026	0
7	92042808	.006085	.943	0
7	92063572	.0049913	.898	0
7	92066719	.0017882	.984	0
7	92067707	.0027364	.923	0
7	92068523	.0065109	.885	0
7	92069057	.0022935	.923	0
7	92072290	.0043543	.934	0
7	92072460	.0026458	.923	0
7	92072484	.0025162	.923	0
7	92073947	.0035225	.890	0
7	92075438	.0020701	.923	0
7	92077203	.0045674	.888	0
7	92077387	.0091369	.807	0
7	92082767	.0037635	.921	0
7	92087316	.0055559	.889	0
7	92088823	.001356	.851	0
7	92088857	.0048028	.889	0
7	92090980	.0020434	.923	0
7	92091330	.0010792	.851	0
7	92092207	.0055199	.889	0
7	92093786	.0015737	.984	0
7	92094396	.0018497	.923	0
7	92095351	.0096268	.809	0
7	92096133	.0034632	.921	0
7	92096460	.0075284	.809	0
7	92096679	.0011252	.851	0
7	92097529	.0019671	.888	0
7	92097870	.0012063	.851	0
7	92100820	.0020175	.923	0
7	92104681	.0011413	.850	0
7	92105402	.0007806	.882	0
7	92110216	.0074607	.782	0
7	92110467	.0034438	.878	0
7	92115862	.0069737	.814	0
7	92116047	.0027165	.921	0
7	92116240	.0029683	.921	0
7	92118193	.002524	.878	0
7	92121640	.0023229	.880	0
7	92124817	.0017992	.881	0
7	92128077	.0011016	.923	0
7	92128521	.00271	.921	0
7	92128835	.0007784	.883	0
7	92129397	.000589	.842	0
7	92131289	.0017415	.881	0
7	92135686	.0023436	.921	0
7	92135802	.003404	.879	0
7	92139474	.0006287	.843	0
7	92139791	.0024722	.833	0
7	92141579	.0046998	.920	0
7	92141767	.0016101	.923	0
7	92143007	.0007654	.843	0
7	92144234	.0012433	.931	0
7	92144751	.0052192	.856	0
7	92145950	.0077862	.815	0
7	92147584	.0006595	.842	0
7	92153404	.0083881	.805	0
7	92154714	.0008683	.882	0
7	92155775	.0010648	.883	0
7	92157802	.0031677	.921	0
7	92157886	.0011734	.883	0
7	92159723	.0010203	.883	0
7	92159784	.0093119	.838	0
7	92160025	.0010174	.883	0
7	92162435	.0010649	.883	0
7	92162535	.0013101	.883	0
7	92164551	.0012779	.883	0
7	92166040	.0011471	.883	0
7	92167467	.0090759	.805	0
7	92167577	.0014925	.882	0
7	92167829	.0011677	.883	0
7	92169801	.0033946	.921	0
7	92169966	.0012313	.883	0
7	92172893	.0013813	.882	0
7	92173287	.0005271	.885	0
7	92173304	.0013622	.882	0
7	92174090	.0051878	.920	0
7	92174303	.0061604	.800	0
7	92175469	.0082993	.807	0
7	92175923	.0018539	.878	0
7	92178051	.0013529	.883	0
7	92179229	.0019783	.848	0
7	92179619	.0025725	.923	0
7	92180416	.001557	.882	0
7	92180705	.0015718	.883	0
7	92180829	.0028681	.983	0
7	92181357	.0025359	.923	0
7	92182674	.0013593	.881	0
7	92182942	.000737	.884	0
7	92185863	.007604	.801	0
7	92187298	.0075025	.807	0
7	92192118	.002578	.923	0
7	92192279	.0025845	.923	0
7	92192634	.0092217	.835	0
7	92194592	.0049085	.840	0
7	92195578	.0025883	.923	0
7	92196258	.0021917	.847	0
7	92196512	.0021644	.923	0
7	92196761	.0016172	.881	0
7	92197051	.0025826	.923	0
7	92200140	.0018884	.881	0
7	92201473	.001896	.882	0
7	92201978	.002884	.923	0
7	92203769	.002504	.924	0
7	92204740	.0019318	.881	0
7	92205762	.0018168	.923	0
7	92207281	.005188	.983	0
7	92208346	.0057116	.851	0
7	92209601	.0037924	.886	0
7	92209928	.0033263	.887	0
7	92210340	.0050538	.853	0
7	92213581	.0043055	.888	0
7	92213647	.0042203	.853	0
7	92226814	.0088658	.762	0
7	92230162	.0052881	.778	0
7	92236164	.0066654	.789	0
7	92236829	.0009276	.810	0
7	92237396	.002237	.820	0
7	92237426	.003359	.765	0
7	92237533	.0026309	.824	0
7	92239144	.0030919	.784	0
7	92239531	.0029809	.784	0
7	92241451	.0039408	.782	0
7	92243672	.0023542	.724	0
7	92243719	.0039894	.732	0
7	92244422	.0070988	.790	0
7	92245927	.0075288	.789	0
7	92246744	.0092397	.784	0
7	92247333	.0062061	.778	0
7	92248076	.0051651	.729	0
7	92273578	.0065834	.775	0
7	92277030	.006449	.631	0
7	92279363	.0072825	.633	0
7	92286918	.0094992	.640	0
7	92321584	.0036161	.836	0
7	92637687	.0052717	.990	0
7	92779520	.0080644	.011	0
7	93079090	.0037375	.941	0
7	93516460	.0098915	.947	0
7	93528958	.0020368	.979	0
7	94044714	.0081884	.990	0
7	94410261	.0098543	.988	0
7	94414999	.0090361	.990	0
7	94445474	.0030998	.975	0
7	94447204	.0031635	.975	0
7	94506717	.0069908	.988	0
7	94522514	.0088397	.979	0
7	94609593	.0063277	.987	0
7	94611539	.0019996	.991	0
7	94739402	.0023058	.915	0
7	94742606	.0074366	.990	0
7	94809302	.006157	.987	0
7	94822488	.0048456	.985	0
7	94871120	.0014333	.893	0
7	94933189	.0098994	.937	0
7	94934455	.0089631	.937	0
7	94935905	.0090329	.936	0
7	94937624	.0052519	.934	0
7	94938176	.009354	.937	0
7	94940258	.0095223	.937	0
7	94941781	.0075657	.937	0
7	94942083	.0061417	.937	0
7	94948028	.0074476	.937	0
7	94951966	.0060831	.956	0
7	94952093	.0060402	.956	0
7	94982662	.0063098	.981	0
7	94997756	.0008977	.943	0
7	95584640	.0030035	.982	0
7	95597683	.0099501	.922	0
7	95629087	.0066221	.956	0
7	95989302	.0038925	.981	0
7	95992114	.0026208	.985	0
7	95997258	.003983	.981	0
7	96002800	.0060174	.971	0
7	96003285	.0061422	.971	0
7	96017247	.0023297	.008	0
7	96039063	.006884	.742	0
7	96109466	.0041076	.985	0
7	96151958	.0066221	.991	0
7	96632990	.0092592	.859	0
7	97036337	.0083006	.943	0
7	97388270	.005429	.683	0
7	97389696	.0035078	.679	0
7	97390069	.0087632	.671	0
7	97623411	.001765	.979	0
7	98258079	.006263	.011	0
7	98470385	.0054974	.882	0
7	98476429	.0051777	.870	0
7	98480722	.0031604	.888	0
7	98481085	.0045644	.884	0
7	98483052	.0074763	.883	0
7	98484482	.0030707	.889	0
7	98491261	.003029	.885	0
7	98492045	.0022753	.886	0
7	98499588	.0068293	.881	0
